"","HLTH_SERVICE_DLVR_AREA_CODE","year","month","monthly_smoke","date"
"1103","32",2015,11,8.55880676959391,2015-11-01
"1104","32",2015,12,7.28765208534301,2015-12-01
"1105","32",2016,1,7.6726893498924,2016-01-01
"1106","32",2016,2,7.16753027178003,2016-02-01
"1107","32",2016,3,6.44625499418948,2016-03-01
"1108","32",2016,4,6.52189150341928,2016-04-01
"1109","32",2016,5,5.71110606799432,2016-05-01
"1110","32",2016,6,5.38933023952888,2016-06-01
"1111","32",2016,7,5.48533771032126,2016-07-01
"1112","32",2016,8,5.96421977169589,2016-08-01
"1113","32",2016,9,5.68635561170674,2016-09-01
"1114","32",2016,10,6.26295270499364,2016-10-01
"1115","32",2016,11,6.79764987580396,2016-11-01
"1116","32",2016,12,7.34892346623943,2016-12-01
"1117","32",2017,1,7.63364547867106,2017-01-01
"1118","32",2017,2,6.93008010318356,2017-02-01
"1119","32",2017,3,6.80001034563501,2017-03-01
"1120","32",2017,4,5.6644946859785,2017-04-01
"1121","32",2017,5,6.20780472386785,2017-05-01
"1122","32",2017,6,6.42516771498303,2017-06-01
"1123","32",2017,7,6.47770081073977,2017-07-01
"1124","32",2017,8,18.6232417328854,2017-08-01
"1125","32",2017,9,8.91400826973437,2017-09-01
"1126","32",2017,10,7.72564331614593,2017-10-01
"1127","32",2017,11,6.58077958883219,2017-11-01
"1128","32",2017,12,8.4532037433332,2017-12-01
"1129","32",2018,1,7.59454443878332,2018-01-01
"1130","32",2018,2,7.63681203853398,2018-02-01
"1131","32",2018,3,6.82498824972268,2018-03-01
"1132","32",2018,4,6.42802904242553,2018-04-01
"1133","32",2018,5,6.63541678764326,2018-05-01
"1134","32",2018,6,6.13759532925339,2018-06-01
"1135","32",2018,7,7.69937538955215,2018-07-01
"1136","32",2018,8,22.0987312903412,2018-08-01
"1137","32",2018,9,6.7528605935133,2018-09-01
"1138","32",2018,10,8.53001236788629,2018-10-01
"1139","32",2018,11,8.01192647578483,2018-11-01
"1140","32",2018,12,7.26566737554344,2018-12-01
"1141","32",2019,1,8.00201089912314,2019-01-01
"1142","32",2019,2,7.14376039528056,2019-02-01
"1143","32",2019,3,6.51882747857318,2019-03-01
"1144","32",2019,4,5.67451574806312,2019-04-01
"1145","32",2019,5,6.83617936290827,2019-05-01
"1146","32",2019,6,5.6931260272318,2019-06-01
"1147","32",2019,7,6.65293892709422,2019-07-01
"1148","32",2019,8,6.78367885966782,2019-08-01
"1149","32",2019,9,5.65776254671206,2019-09-01
"1150","32",2019,10,7.6200172536503,2019-10-01
"1151","32",2019,11,8.80431131744116,2019-11-01
"1152","32",2019,12,7.96599718091399,2019-12-01
"1153","32",2020,1,7.3821201115964,2020-01-01
"1154","32",2020,2,8.46439541556105,2020-02-01
"1155","32",2020,3,7.48175217454751,2020-03-01
"1156","32",2020,4,6.369254172089,2020-04-01
"1157","32",2020,5,6.4547642149532,2020-05-01
"1158","32",2020,6,6.42362145841172,2020-06-01
"1159","32",2020,7,7.287039250506,2020-07-01
"1160","32",2020,8,7.20716352307043,2020-08-01
"1161","32",2020,9,10.261360772682,2020-09-01
"1162","32",2020,10,8.35384444147835,2020-10-01
"1163","32",2020,11,7.65063854395273,2020-11-01
"1164","32",2020,12,7.69297563881772,2020-12-01
"1165","32",2021,1,7.89273240017385,2021-01-01
"1166","32",2021,2,7.45919311741808,2021-02-01
"1167","32",2021,3,6.89820191980185,2021-03-01
"1168","32",2021,4,6.08653405396123,2021-04-01
"1169","32",2021,5,6.33541611034511,2021-05-01
"1170","32",2021,6,6.09595368205419,2021-06-01
"1171","32",2021,7,7.3072806372466,2021-07-01
"1172","32",2021,8,9.86728705617078,2021-08-01
"1173","32",2021,9,7.07866417624149,2021-09-01
"1174","32",2021,10,7.45966811900087,2021-10-01
"1175","32",2021,11,7.64181170900504,2021-11-01
"1176","32",2021,12,7.48775289974408,2021-12-01
"1177","32",2022,1,7.89273240017385,2022-01-01
"1178","32",2022,2,7.45919311741808,2022-02-01
"1179","32",2022,3,6.89820191980185,2022-03-01
"1180","32",2022,4,6.08653405396123,2022-04-01
"1181","32",2022,5,6.33541611034511,2022-05-01
"1182","32",2022,6,6.09595368205419,2022-06-01
"1183","32",2022,7,7.3072806372466,2022-07-01
"1184","32",2022,8,9.86728705617078,2022-08-01
"1185","32",2022,9,7.07866417624149,2022-09-01
"1186","32",2022,10,7.45966811900087,2022-10-01
"1187","32",2022,11,7.64181170900504,2022-11-01
"1188","32",2022,12,7.48775289974408,2022-12-01
"1189","33",2012,1,7.33502097919095,2012-01-01
"1190","33",2012,2,7.48258901690399,2012-02-01
"1191","33",2012,3,7.11796665899892,2012-03-01
"1192","33",2012,4,6.00969365462152,2012-04-01
"1193","33",2012,5,6.04180677560063,2012-05-01
"1194","33",2012,6,5.79807793816912,2012-06-01
"1195","33",2012,7,7.55758956846047,2012-07-01
"1196","33",2012,8,6.43223919069063,2012-08-01
"1197","33",2012,9,7.24792513061695,2012-09-01
"1198","33",2012,10,6.42216090743235,2012-10-01
"1199","33",2012,11,5.80242336164253,2012-11-01
"1200","33",2012,12,5.97399349118977,2012-12-01
"1201","33",2013,1,9.03746920638647,2013-01-01
"1202","33",2013,2,8.39410352639077,2013-02-01
"1203","33",2013,3,7.14777748692285,2013-03-01
"1204","33",2013,4,6.06458192264679,2013-04-01
"1205","33",2013,5,6.25711700033281,2013-05-01
"1206","33",2013,6,5.87753295119952,2013-06-01
"1207","33",2013,7,6.20774633795158,2013-07-01
"1208","33",2013,8,6.00497435520051,2013-08-01
"1209","33",2013,9,6.78350159368335,2013-09-01
"1210","33",2013,10,8.05951371911721,2013-10-01
"1211","33",2013,11,8.2023525555641,2013-11-01
"1212","33",2013,12,8.68471698733301,2013-12-01
"1213","33",2014,1,8.28469320100628,2014-01-01
"1214","33",2014,2,6.39264446323654,2014-02-01
"1215","33",2014,3,7.09555816870912,2014-03-01
"1216","33",2014,4,5.89294258063208,2014-04-01
"1217","33",2014,5,5.91358308958899,2014-05-01
"1218","33",2014,6,5.73397232221394,2014-06-01
"1219","33",2014,7,7.37604437101151,2014-07-01
"1220","33",2014,8,9.33632977116882,2014-08-01
"1221","33",2014,9,6.62012161936588,2014-09-01
"1222","33",2014,10,5.94119023498246,2014-10-01
"1223","33",2014,11,7.25331871360094,2014-11-01
"1224","33",2014,12,6.5159576331098,2014-12-01
"1225","33",2015,1,7.86152155067457,2015-01-01
"1226","33",2015,2,7.67968357337827,2015-02-01
"1227","33",2015,3,7.19747644466092,2015-03-01
"1228","33",2015,4,6.06001650457587,2015-04-01
"1229","33",2015,5,7.12793335063815,2015-05-01
"1230","33",2015,6,6.33676698989473,2015-06-01
"1231","33",2015,7,12.5389865334845,2015-07-01
"1232","33",2015,8,7.30897066754059,2015-08-01
"1233","33",2015,9,5.8873611273131,2015-09-01
"1234","33",2015,10,7.27584490268705,2015-10-01
"1235","33",2015,11,8.27257451596093,2015-11-01
"1236","33",2015,12,7.30665082107536,2015-12-01
"1237","33",2016,1,7.56455166839798,2016-01-01
"1238","33",2016,2,7.35100219660661,2016-02-01
"1239","33",2016,3,6.37929959325997,2016-03-01
"1240","33",2016,4,6.43908242433976,2016-04-01
"1241","33",2016,5,5.47608899543042,2016-05-01
"1242","33",2016,6,5.4236630214304,2016-06-01
"1243","33",2016,7,5.648034436622,2016-07-01
"1244","33",2016,8,5.95750038760485,2016-08-01
"1245","33",2016,9,5.64368304341242,2016-09-01
"1246","33",2016,10,6.48869814076226,2016-10-01
"1247","33",2016,11,6.96828328150184,2016-11-01
"1248","33",2016,12,7.53725054962612,2016-12-01
"1249","33",2017,1,7.61836203726749,2017-01-01
"1250","33",2017,2,7.25083941157905,2017-02-01
"1251","33",2017,3,6.95972240385861,2017-03-01
"1252","33",2017,4,6.1110998645454,2017-04-01
"1253","33",2017,5,5.91197481745604,2017-05-01
"1254","33",2017,6,6.20113939743928,2017-06-01
"1255","33",2017,7,7.05057451975578,2017-07-01
"1256","33",2017,8,21.2093471415027,2017-08-01
"1257","33",2017,9,9.08741071549639,2017-09-01
"1258","33",2017,10,7.55259489174538,2017-10-01
"1259","33",2017,11,6.77580213371494,2017-11-01
"1260","33",2017,12,7.94223165533756,2017-12-01
"1261","33",2018,1,7.77034079212815,2018-01-01
"1262","33",2018,2,8.04321318596006,2018-02-01
"1263","33",2018,3,7.04539966768016,2018-03-01
"1264","33",2018,4,6.44687671853847,2018-04-01
"1265","33",2018,5,6.74884160840735,2018-05-01
"1266","33",2018,6,6.57105465229832,2018-06-01
"1267","33",2018,7,8.50659618733684,2018-07-01
"1268","33",2018,8,22.90188133242,2018-08-01
"1269","33",2018,9,6.9857815270343,2018-09-01
"1270","33",2018,10,7.83392757932802,2018-10-01
"1271","33",2018,11,8.00989413744909,2018-11-01
"1272","33",2018,12,7.2183815636486,2018-12-01
"1273","33",2019,1,7.85481303806035,2019-01-01
"1274","33",2019,2,7.24558074055924,2019-02-01
"1275","33",2019,3,6.37455120491449,2019-03-01
"1276","33",2019,4,5.71761790471535,2019-04-01
"1277","33",2019,5,6.72797498981296,2019-05-01
"1278","33",2019,6,5.95733976207619,2019-06-01
"1279","33",2019,7,6.9402331526351,2019-07-01
"1280","33",2019,8,6.60849893651975,2019-08-01
"1281","33",2019,9,5.86110760506312,2019-09-01
"1282","33",2019,10,7.49685597585653,2019-10-01
"1283","33",2019,11,8.47631540663147,2019-11-01
"1284","33",2019,12,8.18323303761256,2019-12-01
"1285","33",2020,1,7.54156951440755,2020-01-01
"1286","33",2020,2,8.5127314632691,2020-02-01
"1287","33",2020,3,7.43169674693466,2020-03-01
"1288","33",2020,4,6.43173799867257,2020-04-01
"1289","33",2020,5,6.23793740651013,2020-05-01
"1290","33",2020,6,6.13828163343344,2020-06-01
"1291","33",2020,7,7.04133207214936,2020-07-01
"1292","33",2020,8,6.87565809330873,2020-08-01
"1293","33",2020,9,10.0413963858037,2020-09-01
"1294","33",2020,10,8.2681020095359,2020-10-01
"1295","33",2020,11,7.67626179271824,2020-11-01
"1296","33",2020,12,7.69860324254912,2020-12-01
"1297","33",2021,1,7.87582499210756,2021-01-01
"1298","33",2021,2,7.60743953810063,2021-02-01
"1299","33",2021,3,6.96053903125544,2021-03-01
"1300","33",2021,4,6.16139434976652,2021-04-01
"1301","33",2021,5,6.21555763812553,2021-05-01
"1302","33",2021,6,6.05256787722239,2021-06-01
"1303","33",2021,7,7.73055462785729,2021-07-01
"1304","33",2021,8,10.1792822315008,2021-08-01
"1305","33",2021,9,7.11597074759741,2021-09-01
"1306","33",2021,10,7.28177432100483,2021-10-01
"1307","33",2021,11,7.49406198064517,2021-11-01
"1308","33",2021,12,7.45183897370534,2021-12-01
"1309","33",2022,1,7.87582499210756,2022-01-01
"1310","33",2022,2,7.60743953810063,2022-02-01
"1311","33",2022,3,6.96053903125544,2022-03-01
"1312","33",2022,4,6.16139434976652,2022-04-01
"1313","33",2022,5,6.21555763812553,2022-05-01
"1314","33",2022,6,6.05256787722239,2022-06-01
"1315","33",2022,7,7.73055462785729,2022-07-01
"1316","33",2022,8,10.1792822315008,2022-08-01
"1317","33",2022,9,7.11597074759741,2022-09-01
"1318","33",2022,10,7.28177432100483,2022-10-01
"1319","33",2022,11,7.49406198064517,2022-11-01
"1320","33",2022,12,7.45183897370534,2022-12-01
"1321","41",2012,1,7.62865989965595,2012-01-01
"1322","41",2012,2,7.81206617586244,2012-02-01
"1323","41",2012,3,7.22079673585272,2012-03-01
"1324","41",2012,4,6.3749007829689,2012-04-01
"1325","41",2012,5,6.41342436870837,2012-05-01
"1326","41",2012,6,6.02592439273624,2012-06-01
"1327","41",2012,7,7.06969232932248,2012-07-01
"1328","41",2012,8,6.55095578392135,2012-08-01
"1329","41",2012,9,7.79029992249625,2012-09-01
"1330","41",2012,10,7.28946494532963,2012-10-01
"1331","41",2012,11,9.07060080855624,2012-11-01
"1332","41",2012,12,6.3063213784541,2012-12-01
"1333","41",2013,1,8.89559698100817,2013-01-01
"1334","41",2013,2,7.99670504195877,2013-02-01
"1335","41",2013,3,8.28066070758265,2013-03-01
"1336","41",2013,4,6.20776358979805,2013-04-01
"1337","41",2013,5,6.44091917146106,2013-05-01
"1338","41",2013,6,5.65871898481818,2013-06-01
"1339","41",2013,7,5.78747918167556,2013-07-01
"1340","41",2013,8,5.8386175537734,2013-08-01
"1341","41",2013,9,6.1914531197145,2013-09-01
"1342","41",2013,10,9.29893660862637,2013-10-01
"1343","41",2013,11,9.06662468245599,2013-11-01
"1344","41",2013,12,8.60564327396491,2013-12-01
"1345","41",2014,1,9.31268551333506,2014-01-01
"1346","41",2014,2,7.03731544831165,2014-02-01
"1347","41",2014,3,6.79345706524314,2014-03-01
"1348","41",2014,4,5.67817873157337,2014-04-01
"1349","41",2014,5,6.11499877477553,2014-05-01
"1350","41",2014,6,5.63986710080758,2014-06-01
"1351","41",2014,7,6.05021394420634,2014-07-01
"1352","41",2014,8,6.97072381622221,2014-08-01
"1353","41",2014,9,5.8774833732695,2014-09-01
"1354","41",2014,10,6.62905958445594,2014-10-01
"1355","41",2014,11,10.5003006851069,2014-11-01
"1356","41",2014,12,9.32332633734764,2014-12-01
"1357","41",2015,1,9.13803889825179,2015-01-01
"1358","41",2015,2,8.20308852106692,2015-02-01
"1359","41",2015,3,8.00942947563961,2015-03-01
"1360","41",2015,4,6.20496020145249,2015-04-01
"1361","41",2015,5,5.93615344561252,2015-05-01
"1362","41",2015,6,5.57313036353225,2015-06-01
"1363","41",2015,7,8.1883431523371,2015-07-01
"1364","41",2015,8,6.9271044300604,2015-08-01
"1365","41",2015,9,5.39904347578191,2015-09-01
"1366","41",2015,10,7.60394947456788,2015-10-01
"1367","41",2015,11,8.39562702705441,2015-11-01
"1368","41",2015,12,7.21100461604889,2015-12-01
"1369","41",2016,1,8.29355505860885,2016-01-01
"1370","41",2016,2,7.66757449763427,2016-02-01
"1371","41",2016,3,6.68850628128869,2016-03-01
"1372","41",2016,4,6.01607077140324,2016-04-01
"1373","41",2016,5,5.51237735657738,2016-05-01
"1374","41",2016,6,5.53986573814244,2016-06-01
"1375","41",2016,7,5.46828631370426,2016-07-01
"1376","41",2016,8,5.25513908294658,2016-08-01
"1377","41",2016,9,5.25634921515568,2016-09-01
"1378","41",2016,10,6.80062364838585,2016-10-01
"1379","41",2016,11,6.95864637396719,2016-11-01
"1380","41",2016,12,7.31570067946845,2016-12-01
"1381","41",2017,1,8.24373575418099,2017-01-01
"1382","41",2017,2,7.24396540650609,2017-02-01
"1383","41",2017,3,6.9342081550441,2017-03-01
"1384","41",2017,4,5.66003047805007,2017-04-01
"1385","41",2017,5,6.32417001849123,2017-05-01
"1386","41",2017,6,5.65033001317791,2017-06-01
"1387","41",2017,7,5.01432244200636,2017-07-01
"1388","41",2017,8,13.6221288550947,2017-08-01
"1389","41",2017,9,9.03913778314032,2017-09-01
"1390","41",2017,10,8.65010334671161,2017-10-01
"1391","41",2017,11,8.57763810333624,2017-11-01
"1392","41",2017,12,11.9095911151924,2017-12-01
"1393","41",2018,1,7.74841069061142,2018-01-01
"1394","41",2018,2,7.56010042584464,2018-02-01
"1395","41",2018,3,7.7312306184196,2018-03-01
"1396","41",2018,4,6.70074576770472,2018-04-01
"1397","41",2018,5,6.23670396869585,2018-05-01
"1398","41",2018,6,5.81913016102765,2018-06-01
"1399","41",2018,7,7.29014021940953,2018-07-01
"1400","41",2018,8,22.15116575624,2018-08-01
"1401","41",2018,9,6.60665787665163,2018-09-01
"1402","41",2018,10,10.0835829839173,2018-10-01
"1403","41",2018,11,8.65723480192911,2018-11-01
"1404","41",2018,12,7.52495130959931,2018-12-01
"1405","41",2019,1,8.48644361069616,2019-01-01
"1406","41",2019,2,7.75853584212343,2019-02-01
"1407","41",2019,3,8.73082724938264,2019-03-01
"1408","41",2019,4,5.8752957423999,2019-04-01
"1409","41",2019,5,6.20654164340618,2019-05-01
"1410","41",2019,6,4.95259146724876,2019-06-01
"1411","41",2019,7,6.45331811413777,2019-07-01
"1412","41",2019,8,5.84700666518589,2019-08-01
"1413","41",2019,9,5.69702071156261,2019-09-01
"1414","41",2019,10,7.99391810768472,2019-10-01
"1415","41",2019,11,9.25494663868034,2019-11-01
"1416","41",2019,12,8.32544267368596,2019-12-01
"1417","41",2020,1,7.2257458491863,2020-01-01
"1418","41",2020,2,7.91267811885394,2020-02-01
"1419","41",2020,3,7.43882873640143,2020-03-01
"1420","41",2020,4,6.1410437152887,2020-04-01
"1421","41",2020,5,6.43646498424291,2020-05-01
"1422","41",2020,6,6.26993375510585,2020-06-01
"1423","41",2020,7,6.41314519972471,2020-07-01
"1424","41",2020,8,7.17219973030353,2020-08-01
"1425","41",2020,9,11.2354865763116,2020-09-01
"1426","41",2020,10,8.18099327890058,2020-10-01
"1427","41",2020,11,7.47996387134684,2020-11-01
"1428","41",2020,12,7.73498943087474,2020-12-01
"1429","41",2021,1,8.31209048831362,2021-01-01
"1430","41",2021,2,7.73906205312264,2021-02-01
"1431","41",2021,3,7.50077233072075,2021-03-01
"1432","41",2021,4,6.13988807598116,2021-04-01
"1433","41",2021,5,6.1301784887155,2021-05-01
"1434","41",2021,6,5.71071216170725,2021-06-01
"1435","41",2021,7,6.47689945777138,2021-07-01
"1436","41",2021,8,8.84873866126918,2021-08-01
"1437","41",2021,9,6.97765656371157,2021-09-01
"1438","41",2021,10,8.12043330789192,2021-10-01
"1439","41",2021,11,8.61352459715594,2021-11-01
"1440","41",2021,12,8.25363722059456,2021-12-01
"1441","41",2022,1,8.31209048831362,2022-01-01
"1442","41",2022,2,7.73906205312264,2022-02-01
"1443","41",2022,3,7.50077233072075,2022-03-01
"1444","41",2022,4,6.13988807598116,2022-04-01
"1445","41",2022,5,6.1301784887155,2022-05-01
"1446","41",2022,6,5.71071216170725,2022-06-01
"1447","41",2022,7,6.47689945777138,2022-07-01
"1448","41",2022,8,8.84873866126918,2022-08-01
"1449","41",2022,9,6.97765656371157,2022-09-01
"1450","41",2022,10,8.12043330789192,2022-10-01
"1451","41",2022,11,8.61352459715594,2022-11-01
"1452","41",2022,12,8.25363722059456,2022-12-01
"1453","42",2012,1,7.74902534964601,2012-01-01
"1454","42",2012,2,8.59185348070114,2012-02-01
"1455","42",2012,3,7.81087947742712,2012-03-01
"1456","42",2012,4,6.56529022107623,2012-04-01
"1457","42",2012,5,6.35268670759282,2012-05-01
"1458","42",2012,6,6.53189355738597,2012-06-01
"1459","42",2012,7,7.40210826393063,2012-07-01
"1460","42",2012,8,6.71627764363635,2012-08-01
"1461","42",2012,9,6.29555295746418,2012-09-01
"1462","42",2012,10,6.58373931235886,2012-10-01
"1463","42",2012,11,8.65672299314172,2012-11-01
"1464","42",2012,12,7.85543334483899,2012-12-01
"1465","42",2013,1,9.29983029151806,2013-01-01
"1466","42",2013,2,8.45284752920871,2013-02-01
"1467","42",2013,3,7.49064701347506,2013-03-01
"1468","42",2013,4,5.93789577113567,2013-04-01
"1469","42",2013,5,6.01095955535333,2013-05-01
"1470","42",2013,6,5.65392062242175,2013-06-01
"1471","42",2013,7,5.2154182200196,2013-07-01
"1472","42",2013,8,5.69127180033111,2013-08-01
"1473","42",2013,9,6.15858501140546,2013-09-01
"1474","42",2013,10,9.89189919623642,2013-10-01
"1475","42",2013,11,8.53207040230453,2013-11-01
"1476","42",2013,12,8.60236152063143,2013-12-01
"1477","42",2014,1,9.58203753321579,2014-01-01
"1478","42",2014,2,8.31922056154475,2014-02-01
"1479","42",2014,3,7.14203907709917,2014-03-01
"1480","42",2014,4,6.11920268636901,2014-04-01
"1481","42",2014,5,6.04444484815536,2014-05-01
"1482","42",2014,6,5.36400402294023,2014-06-01
"1483","42",2014,7,5.84047517119036,2014-07-01
"1484","42",2014,8,6.54638897104847,2014-08-01
"1485","42",2014,9,5.77405226530475,2014-09-01
"1486","42",2014,10,6.72321258834783,2014-10-01
"1487","42",2014,11,12.4988520694562,2014-11-01
"1488","42",2014,12,10.794791701269,2014-12-01
"1489","42",2015,1,9.39174817411903,2015-01-01
"1490","42",2015,2,9.0377890904884,2015-02-01
"1491","42",2015,3,8.30648855658922,2015-03-01
"1492","42",2015,4,6.27162432844513,2015-04-01
"1493","42",2015,5,6.33512045115397,2015-05-01
"1494","42",2015,6,5.5931576308488,2015-06-01
"1495","42",2015,7,9.85390873165691,2015-07-01
"1496","42",2015,8,6.85839188025064,2015-08-01
"1497","42",2015,9,5.81697334410413,2015-09-01
"1498","42",2015,10,8.37602433820453,2015-10-01
"1499","42",2015,11,9.2440961099246,2015-11-01
"1500","42",2015,12,7.52367630491876,2015-12-01
"1501","42",2016,1,8.84218051895,2016-01-01
"1502","42",2016,2,8.31116877549637,2016-02-01
"1503","42",2016,3,7.17890994741108,2016-03-01
"1504","42",2016,4,6.2740669816027,2016-04-01
"1505","42",2016,5,5.46664204592982,2016-05-01
"1506","42",2016,6,5.15277136571048,2016-06-01
"1507","42",2016,7,5.25867545826229,2016-07-01
"1508","42",2016,8,5.13316578196544,2016-08-01
"1509","42",2016,9,5.75940122079813,2016-09-01
"1510","42",2016,10,7.57915653690321,2016-10-01
"1511","42",2016,11,7.14947342115783,2016-11-01
"1512","42",2016,12,7.61126919533554,2016-12-01
"1513","42",2017,1,8.52665530011435,2017-01-01
"1514","42",2017,2,8.59146127375452,2017-02-01
"1515","42",2017,3,7.01839210437756,2017-03-01
"1516","42",2017,4,5.8415760614246,2017-04-01
"1517","42",2017,5,6.13883344500402,2017-05-01
"1518","42",2017,6,5.49962373372579,2017-06-01
"1519","42",2017,7,5.05779406171889,2017-07-01
"1520","42",2017,8,15.0148256540785,2017-08-01
"1521","42",2017,9,7.57855757392494,2017-09-01
"1522","42",2017,10,9.1517107373592,2017-10-01
"1523","42",2017,11,8.72932464381542,2017-11-01
"1524","42",2017,12,11.9039112371505,2017-12-01
"1525","42",2018,1,8.27473341322944,2018-01-01
"1526","42",2018,2,8.28669296946988,2018-02-01
"1527","42",2018,3,8.28266199677439,2018-03-01
"1528","42",2018,4,6.62455961483051,2018-04-01
"1529","42",2018,5,6.01070005185867,2018-05-01
"1530","42",2018,6,5.63195972383016,2018-06-01
"1531","42",2018,7,6.48165654120305,2018-07-01
"1532","42",2018,8,22.0826552989373,2018-08-01
"1533","42",2018,9,6.51375414514374,2018-09-01
"1534","42",2018,10,10.389570266272,2018-10-01
"1535","42",2018,11,9.26836590235728,2018-11-01
"1536","42",2018,12,7.98584949667274,2018-12-01
"1537","42",2019,1,9.65650437078304,2019-01-01
"1538","42",2019,2,8.39715724790145,2019-02-01
"1539","42",2019,3,8.92196535007275,2019-03-01
"1540","42",2019,4,6.0550090876103,2019-04-01
"1541","42",2019,5,5.96229017110688,2019-05-01
"1542","42",2019,6,5.06166785996935,2019-06-01
"1543","42",2019,7,6.63701079165306,2019-07-01
"1544","42",2019,8,5.99530594114215,2019-08-01
"1545","42",2019,9,5.37758312844651,2019-09-01
"1546","42",2019,10,9.15871573759836,2019-10-01
"1547","42",2019,11,10.8075441920536,2019-11-01
"1548","42",2019,12,8.35319298525585,2019-12-01
"1549","42",2020,1,7.513281371393,2020-01-01
"1550","42",2020,2,8.06033844161781,2020-02-01
"1551","42",2020,3,7.36241662826105,2020-03-01
"1552","42",2020,4,6.07771324487608,2020-04-01
"1553","42",2020,5,6.28802738005416,2020-05-01
"1554","42",2020,6,6.20356116743579,2020-06-01
"1555","42",2020,7,6.63093643695136,2020-07-01
"1556","42",2020,8,6.76711162086716,2020-08-01
"1557","42",2020,9,10.9502732472372,2020-09-01
"1558","42",2020,10,8.27110350282248,2020-10-01
"1559","42",2020,11,7.82853743294509,2020-11-01
"1560","42",2020,12,8.31166521408671,2020-12-01
"1561","42",2021,1,8.75171173200346,2021-01-01
"1562","42",2021,2,8.50197525521406,2021-02-01
"1563","42",2021,3,7.70063769256567,2021-03-01
"1564","42",2021,4,6.21189854773225,2021-04-01
"1565","42",2021,5,6.01789698354814,2021-05-01
"1566","42",2021,6,5.67320533822558,2021-06-01
"1567","42",2021,7,6.53031661764343,2021-07-01
"1568","42",2021,8,8.92069913611452,2021-08-01
"1569","42",2021,9,6.65242769297737,2021-09-01
"1570","42",2021,10,8.52105092077465,2021-10-01
"1571","42",2021,11,9.15395171467702,2021-11-01
"1572","42",2021,12,8.75849258889115,2021-12-01
"1573","42",2022,1,8.75171173200346,2022-01-01
"1574","42",2022,2,8.50197525521406,2022-02-01
"1575","42",2022,3,7.70063769256567,2022-03-01
"1576","42",2022,4,6.21189854773225,2022-04-01
"1577","42",2022,5,6.01789698354814,2022-05-01
"1578","42",2022,6,5.67320533822558,2022-06-01
"1579","42",2022,7,6.53031661764343,2022-07-01
"1580","42",2022,8,8.92069913611452,2022-08-01
"1581","42",2022,9,6.65242769297737,2022-09-01
"1582","42",2022,10,8.52105092077465,2022-10-01
"1583","42",2022,11,9.15395171467702,2022-11-01
"1584","42",2022,12,8.75849258889115,2022-12-01
"1585","43",2012,1,7.61092915210004,2012-01-01
"1586","43",2012,2,9.87926117975423,2012-02-01
"1587","43",2012,3,10.4734953503678,2012-03-01
"1588","43",2012,4,10.0037235589622,2012-04-01
"1589","43",2012,5,13.0523494337901,2012-05-01
"1590","43",2012,6,11.8458068792943,2012-06-01
"1591","43",2012,7,12.0360758506633,2012-07-01
"1592","43",2012,8,13.3482302939694,2012-08-01
"1593","43",2012,9,10.7603252581942,2012-09-01
"1594","43",2012,10,10.9132291466785,2012-10-01
"1595","43",2012,11,10.8238048483044,2012-11-01
"1596","43",2012,12,10.153966576469,2012-12-01
"1597","43",2013,1,9.27101519292699,2013-01-01
"1598","43",2013,2,8.59113427880584,2013-02-01
"1599","43",2013,3,7.72919042201696,2013-03-01
"1600","43",2013,4,5.76360920619901,2013-04-01
"1601","43",2013,5,6.06248598839665,2013-05-01
"1602","43",2013,6,5.6449475486832,2013-06-01
"1603","43",2013,7,5.20088962760797,2013-07-01
"1604","43",2013,8,5.75663668719645,2013-08-01
"1605","43",2013,9,6.98986244800932,2013-09-01
"1606","43",2013,10,11.7594759832928,2013-10-01
"1607","43",2013,11,9.34227074766968,2013-11-01
"1608","43",2013,12,8.80265546027233,2013-12-01
"1609","43",2014,1,9.97615501554952,2014-01-01
"1610","43",2014,2,10.2754233612408,2014-02-01
"1611","43",2014,3,7.33751228333536,2014-03-01
"1612","43",2014,4,6.27980530719804,2014-04-01
"1613","43",2014,5,6.00546529847665,2014-05-01
"1614","43",2014,6,5.38920322791341,2014-06-01
"1615","43",2014,7,5.55683824657951,2014-07-01
"1616","43",2014,8,6.4541335195071,2014-08-01
"1617","43",2014,9,5.47594820629718,2014-09-01
"1618","43",2014,10,7.15658016803549,2014-10-01
"1619","43",2014,11,14.3135051612513,2014-11-01
"1620","43",2014,12,12.818980019605,2014-12-01
"1621","43",2015,1,8.92467669913218,2015-01-01
"1622","43",2015,2,10.1333717458088,2015-02-01
"1623","43",2015,3,8.6300672625075,2015-03-01
"1624","43",2015,4,6.25138319570012,2015-04-01
"1625","43",2015,5,5.77143486132657,2015-05-01
"1626","43",2015,6,5.19195230976719,2015-06-01
"1627","43",2015,7,9.68083478939544,2015-07-01
"1628","43",2015,8,5.3097217563393,2015-08-01
"1629","43",2015,9,5.60261730786438,2015-09-01
"1630","43",2015,10,8.53736753339102,2015-10-01
"1631","43",2015,11,11.2549500169733,2015-11-01
"1632","43",2015,12,7.61614148062997,2015-12-01
"1633","43",2016,1,8.94187972583252,2016-01-01
"1634","43",2016,2,8.59411088126955,2016-02-01
"1635","43",2016,3,7.54034417746391,2016-03-01
"1636","43",2016,4,6.50539135442338,2016-04-01
"1637","43",2016,5,5.17987708872569,2016-05-01
"1638","43",2016,6,5.42013751253918,2016-06-01
"1639","43",2016,7,5.47602904853876,2016-07-01
